8.978068828582763672e-01 3.964846000000000000e+06
1.000269174575805664e+00 3.964520000000000000e+06
1.098588705062866211e+00 3.963209000000000000e+06
1.198464870452880859e+00 3.957936000000000000e+06
1.296679258346557617e+00 3.937192250000000000e+06
1.394949436187744141e+00 3.857989000000000000e+06
1.493639230728149414e+00 3.535259750000000000e+06
1.592145681381225586e+00 2.782769000000000000e+06
1.698216676712036133e+00 2.395453000000000000e+06
1.806612730026245117e+00 2.557637000000000000e+06
1.905096769332885742e+00 2.288799500000000000e+06
2.014544963836669922e+00 2.121259750000000000e+06
2.125497341156005859e+00 1.941880500000000000e+06
2.239738702774047852e+00 1.792533000000000000e+06
2.356216192245483398e+00 1.712180375000000000e+06
2.474947929382324219e+00 1.653541625000000000e+06
2.595956325531005859e+00 1.767697625000000000e+06
2.696423053741455078e+00 1.611940250000000000e+06
2.822477102279663086e+00 1.574164250000000000e+06
2.945704936981201172e+00 1.509912625000000000e+06
3.068351745605468750e+00 1.436142750000000000e+06
3.194746017456054688e+00 1.388515250000000000e+06
3.317184448242187500e+00 1.347408750000000000e+06
3.442509651184082031e+00 1.287902500000000000e+06
3.567792654037475586e+00 1.221793500000000000e+06
3.694447994232177734e+00 1.160111125000000000e+06
3.820608854293823242e+00 1.099337625000000000e+06
3.946142196655273438e+00 1.061849250000000000e+06
4.068648338317871094e+00 1.038388187500000000e+06
4.191121101379394531e+00 1.044037500000000000e+06
4.289445400238037109e+00 1.025367812500000000e+06
4.412157535552978516e+00 9.909842500000000000e+05
4.535371303558349609e+00 9.642776250000000000e+05
4.662806510925292969e+00 9.146843125000000000e+05
4.789774656295776367e+00 8.825925000000000000e+05
4.913689374923706055e+00 8.701485000000000000e+05
5.012322187423706055e+00 8.630670625000000000e+05
5.139767169952392578e+00 8.428527500000000000e+05
5.263191938400268555e+00 8.265453750000000000e+05
5.388089895248413086e+00 7.948168750000000000e+05
5.510678529739379883e+00 7.688536250000000000e+05
5.635546207427978516e+00 7.450706250000000000e+05
5.761983156204223633e+00 7.233220000000000000e+05
5.884644508361816406e+00 7.661196250000000000e+05
5.983002185821533203e+00 7.145368125000000000e+05
6.105727672576904297e+00 6.989545000000000000e+05
6.231044530868530273e+00 6.812564375000000000e+05
6.356310606002807617e+00 6.640136250000000000e+05
6.479149818420410156e+00 6.470995000000000000e+05
6.601974725723266602e+00 6.358728750000000000e+05
6.732161998748779297e+00 6.226891875000000000e+05
6.860698223114013672e+00 7.682430000000000000e+05
6.959058523178100586e+00 6.188730000000000000e+05
7.084579706192016602e+00 6.071372500000000000e+05
7.211041450500488281e+00 5.969426875000000000e+05
7.336111545562744141e+00 5.843080625000000000e+05
7.458799600601196289e+00 5.871132500000000000e+05
7.557385444641113281e+00 5.789328750000000000e+05
7.680335044860839844e+00 5.728305000000000000e+05
7.806692123413085938e+00 5.616521875000000000e+05
7.931915760040283203e+00 5.513606875000000000e+05
8.056676387786865234e+00 5.427525625000000000e+05
8.183334827423095703e+00 5.350643750000000000e+05
8.305862426757812500e+00 5.305665625000000000e+05
8.428332567214965820e+00 5.251448750000000000e+05
8.553461074829101562e+00 5.209091562500000000e+05
8.677280664443969727e+00 5.163691875000000000e+05
8.802441120147705078e+00 5.113529375000000000e+05
8.901758670806884766e+00 5.084209375000000000e+05
9.025847673416137695e+00 5.053092812500000000e+05
9.125945806503295898e+00 5.021268125000000000e+05
9.250129938125610352e+00 4.938263125000000000e+05
9.375334978103637695e+00 4.887640000000000000e+05
9.500183582305908203e+00 4.839405312500000000e+05
9.622954368591308594e+00 4.941600000000000000e+05
9.722807407379150391e+00 4.792738750000000000e+05
9.848845243453979492e+00 4.748372812500000000e+05
9.976144313812255859e+00 4.712055625000000000e+05
1.009861898422241211e+01 4.675284062500000000e+05
1.022114276885986328e+01 4.624051250000000000e+05
1.034623718261718750e+01 4.571639687500000000e+05
1.046878147125244141e+01 4.529432187500000000e+05
1.059124493598937988e+01 4.487701250000000000e+05
1.071781969070434570e+01 4.456043125000000000e+05
1.084614872932434082e+01 4.414007812500000000e+05
1.096992254257202148e+01 4.370463750000000000e+05
1.109507584571838379e+01 4.333098437500000000e+05
1.122276020050048828e+01 4.282716875000000000e+05
1.134822797775268555e+01 4.252542187500000000e+05
1.147363424301147461e+01 4.229644687500000000e+05
1.160327100753784180e+01 4.191473750000000000e+05
1.173122572898864746e+01 4.174137187500000000e+05
1.186132812500000000e+01 4.144938437500000000e+05
1.199165248870849609e+01 4.103911562500000000e+05
1.212056922912597656e+01 4.076262187500000000e+05
1.224730300903320312e+01 4.019318750000000000e+05
1.237492275238037109e+01 4.007423125000000000e+05
1.251213884353637695e+01 3.987431875000000000e+05
1.263674092292785645e+01 3.968418750000000000e+05
1.276823258399963379e+01 3.934436562500000000e+05
1.291007518768310547e+01 3.903626875000000000e+05
1.304078221321105957e+01 3.915273125000000000e+05
1.314105415344238281e+01 3.881039375000000000e+05
1.326649713516235352e+01 3.843682812500000000e+05
1.339378547668457031e+01 3.825255000000000000e+05
1.351626873016357422e+01 3.799936250000000000e+05
1.364136099815368652e+01 3.780269375000000000e+05
1.376435947418212891e+01 3.758100000000000000e+05
1.388783478736877441e+01 3.733152812500000000e+05
1.401460075378417969e+01 3.710446562500000000e+05
1.414056730270385742e+01 3.691657187500000000e+05
1.426586914062500000e+01 3.684341250000000000e+05
1.438854885101318359e+01 3.662086562500000000e+05
1.451102876663208008e+01 3.648404062500000000e+05
1.463659667968750000e+01 3.634734375000000000e+05
1.476073741912841797e+01 3.602914375000000000e+05
1.488770794868469238e+01 3.581710000000000000e+05
1.501180577278137207e+01 3.565691250000000000e+05
